open,high,low,close,volume,spread,episode,ema8,ema21,ema50,rsi14,atr14,vwap,volume_ma20,cross_up,cross_down,m5_bias
2415.0,2417.360558571538,2411.9270789693887,2415.7791034414163,663.441780492111,0.6642686371598824,0,2415.7791034414163,2415.7791034414163,2415.7791034414163,50.0,5.4334796021494185,2415.0222469941145,,False,False,neutral
2415.7791034414163,2417.8441806628125,2411.619025973607,2414.940217690303,582.0990262573814,0.7120457796991173,0,2415.592684385613,2415.7028411004057,2415.74620596098,0.0,5.490027822653409,2414.918914107911,,False,True,neutral
2414.940217690303,2415.3074702449776,2414.396451458096,2414.934608766763,297.06963396425425,0.20940012170850092,0,2415.4464453592022,2415.6330017973473,2415.714378620031,0.0,5.162955748669695,2414.9113258555044,,False,False,neutral
2414.934608766763,2417.3224796457816,2413.3977386598012,2414.4287210606517,533.152003837981,0.4949711930344455,0,2415.220284403969,2415.523521730375,2415.6639606765257,0.0,5.074511837049032,2414.9468529964865,,False,False,neutral
2414.4287210606517,2418.7041748880342,2411.4071755206633,2413.4312758993556,645.2661095228251,0.8564669786340894,0,2414.822726958499,2415.3333175639186,2415.5764044107545,0.0,5.233260946357742,2414.844255522148,,False,False,neutral
2413.4312758993556,2422.890148239478,2404.5940580057627,2415.414458775741,1221.9025027713817,1.4631581080197575,0,2414.954222917886,2415.3406940377204,2415.5700536015383,16.414851761744643,6.166320181169004,2414.6754544670107,,False,False,neutral
2415.414458775741,2419.1406102503383,2412.9040480641634,2416.1391954492906,581.74425189916,0.6758855764315504,0,2415.217550147087,2415.4132850751357,2415.5923728896855,21.48687666519413,6.17133746724086,2414.8536327122865,,False,False,neutral
2416.1391954492906,2419.7145027606543,2413.73948813286,2416.8390644069877,662.9553671842648,0.6246617507524396,0,2415.5778866492874,2415.5429013780313,2415.6412627531095,26.147445817292393,6.15731440728039,2415.0978138291634,,True,False,neutral
2416.8390644069877,2423.1920377800525,2407.8939814163446,2419.212274034988,1286.2902363659903,1.7520445441976464,0,2416.3855282905542,2415.8764807104817,2415.7813024112224,39.304464795049576,6.810224547025215,2415.4292817818846,,False,False,neutral
2419.212274034988,2424.0378678768316,2414.356755218312,2417.8019950051503,968.8458758373581,1.1057968057910692,0,2416.7002986715756,2416.0515274645422,2415.860545258043,35.281945500188726,7.015287983560514,2415.8592327168535,,False,False,neutral
2417.8019950051503,2422.884675702374,2412.172782006344,2416.5819586799994,709.6765622466869,0.9703209382373683,0,2416.67400089567,2416.099748484129,2415.8888359804732,32.2107369585368,7.279331248736911,2415.97709129872,,False,False,neutral
2416.5819586799994,2423.3218603835858,2406.094771477944,2413.400726575867,1636.62348052969,2.2381205082735978,0,2415.94660660238,2415.854382856105,2415.791263062645,25.88381651901129,7.989885367087254,2415.6920946365653,,False,False,neutral
2413.400726575867,2417.3850207038704,2402.6376414456886,2411.0936926545805,1319.3154263830966,1.6695043378359522,0,2414.868181280647,2415.421592837785,2415.6070446152703,22.441251909238545,8.472563502165437,2415.06025403832,,False,True,neutral
2411.0936926545805,2412.3680582104034,2409.841850801936,2411.448961883268,455.6799222841857,0.41926774927362387,0,2414.108354747896,2415.0604445691924,2415.4439825473487,24.115029892509554,8.04782378118702,2414.908914644087,,False,False,neutral
2411.448961883268,2417.440640576632,2408.2140924891673,2412.703823827177,776.7244499866711,1.0089837037497378,0,2413.796236765514,2414.8462063199186,2415.3365253426364,29.87184783391956,8.13201837449258,2414.7753108816482,,False,False,bull
2412.703823827177,2418.074663494511,2406.420534600694,2414.2199264553306,980.4974334941918,1.1935253130148105,0,2413.890390029918,2414.789271786774,2415.2927371509772,36.17205625238013,8.383597697301465,2414.6376519064734,,False,False,bull
2414.2199264553306,2415.601193762385,2413.613801667641,2414.420223254191,385.8721518528543,0.31609765969994585,0,2414.008130746423,2414.7557219201753,2415.258520919731,36.97759710442231,7.9267258685473525,2414.635045701224,,False,False,bull
2414.420223254191,2415.0751400051877,2413.7717288768094,2414.3494533887806,367.8139076647104,0.24760713232670323,0,2414.0839802225023,2414.7187884173213,2415.2228712126353,36.80087377238801,7.453631958535272,2414.628871337532,,False,False,bull
2414.3494533887806,2417.639163285492,2411.4970060994915,2413.650628133985,614.5211665056452,0.6318540943015046,0,2413.9876797583875,2414.621682937018,2415.1612146213156,35.02100214588229,7.359955189068505,2414.6135347384784,,False,False,bull
2413.650628133985,2416.1355909760846,2411.672742645161,2414.4343670018675,667.2986107036022,0.6686397303569735,0,2414.086943590272,2414.6046542156405,2415.132710793102,38.60720952880652,7.153018984915285,2414.590390169547,767.8394949892021,False,False,neutral
2414.4343670018675,2415.6859883767806,2412.932031722954,2414.1608585981326,385.13319873872763,0.3538085208585449,0,2414.103369147574,2414.5643091595034,2415.094598942319,37.82269881560345,6.838800246980384,2414.582297881695,753.9240659015329,False,False,neutral
2414.1608585981326,2414.5227060904804,2413.8283833773426,2414.1527497662514,301.28559708530156,0.19015099042733064,0,2414.114342618391,2414.5268946692076,2415.0576636805126,37.79817581483866,6.399908994563057,2414.574516512487,739.883394442929,False,False,neutral
2414.1527497662514,2416.1603484736715,2411.85963921757,2413.5379615229667,509.3328014199975,0.5605935958247629,0,2413.986257930519,2414.436991655913,2414.998067517472,35.897794277694274,6.24996615610152,2414.552304187779,750.4965528157161,False,False,neutral
2413.5379615229667,2416.154182626713,2409.2507162343236,2412.006540511989,814.7223848009361,1.1500952650817924,0,2413.546320726401,2414.2160415519197,2414.880752732943,31.63156343949882,6.296644744407798,2414.454642924105,764.5750718638639,False,False,neutral
2412.006540511989,2414.302551887374,2409.7400317771308,2412.70741817627,648.1548948378672,0.6528304663749687,0,2413.359897937483,2414.078893972315,2414.7955239267994,35.41462224696042,6.172778699110344,2414.375324773212,764.7195111296159,False,False,neutral
2412.70741817627,2413.015713455998,2412.3976380483195,2412.6835778592817,345.01289517180385,0.18638241443120437,0,2413.2096045867715,2413.9520470529483,2414.7127025123873,35.34298396755787,5.77601417829379,2414.343824327194,720.8750307496371,False,False,neutral
2412.6835778592817,2418.2133098966683,2406.9902955727002,2414.075510346125,881.324658479425,1.0717931737980246,0,2413.40202808885,2413.963270988692,2414.6877145842986,42.63876595039756,6.165085617270525,2414.2865349467247,735.8540510786504,False,False,neutral
2414.075510346125,2416.126983392889,2412.8403747639095,2414.4099668610356,496.72212152510303,0.3816566590779128,0,2413.626014482669,2414.0038797043594,2414.6768225167198,44.26611851240299,5.959480118106887,2414.2908777850994,727.5423887956923,False,False,neutral
2414.4099668610356,2417.1955696798095,2411.4431020471916,2413.879261914528,518.327274908629,0.5545541804335562,0,2413.6822916897486,2413.9925508143747,2414.6455456303593,42.21933138893394,5.9446935120005335,2414.2878524555954,689.1442407228242,False,False,neutral
2413.879261914528,2421.7571208621866,2410.06401332204,2415.845587255346,1075.3975219357196,1.4380915725228274,0,2414.163024037659,2414.1610086726446,2414.692606086241,51.21921586646196,6.355294514010973,2414.3685647114758,694.4718230277423,True,False,neutral
2415.845587255346,2424.6766240457173,2407.102273454734,2418.4183353601657,1175.4627515780978,1.8679231166492092,0,2415.108648775994,2414.54803837151,2414.8387131165914,59.998468807346114,7.156655662366129,2414.4920165704107,717.7611324943127,False,False,neutral
2418.4183353601657,2422.148315417882,2415.4703484246584,2419.0383971026026,532.3970902853649,0.6103417241507838,0,2415.981926181907,2414.9562528016095,2415.003406606239,61.78364230420602,7.122463614570222,2414.5935430867858,662.5498129820965,False,False,neutral
2419.0383971026026,2423.9880208200157,2415.923362336379,2420.050113935374,657.659455992062,0.8592467523879237,0,2416.8859679048996,2415.419331086497,2415.2013166975776,64.56255521900621,7.189763248074976,2414.7432269606206,629.4670144625447,False,False,neutral
2420.050113935374,2422.067313474401,2417.9236343586153,2419.537282122736,514.2803854311131,0.48858706413722713,0,2417.4751488421966,2415.7936902716096,2415.371354557388,62.09764317383118,6.972185810054317,2414.8515443619294,632.3970376198911,False,False,neutral
2419.537282122736,2421.314012343103,2418.533790618424,2419.265434853577,395.6025804871258,0.38051055309660037,0,2417.872990178059,2416.109303415425,2415.524063588611,60.7730979466027,6.67275980395608,2414.929561184768,613.3409441449139,False,False,neutral
2419.265434853577,2419.84372322605,2418.7429567818654,2419.260606530379,333.234747729844,0.17094708384157956,0,2418.1813493674636,2416.3957855167846,2415.6705946843667,60.748313345077634,6.27476027825811,2414.9877198811832,580.9778098566965,False,False,neutral
