timestamp,capital,equity,open_trades,open_risk,start_of_day_equity,daily_floor,ftmo_overall_floor,daily_buffer,overall_buffer,daily_realized_pnl,weekly_realized_pnl,monthly_realized_pnl,daily_lock,weekly_lock,monthly_lock,ftmo_status
2026-01-01 03:02:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
2026-01-01 03:03:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
2026-01-01 03:04:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
2026-01-01 03:05:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
2026-01-01 03:06:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
2026-01-01 03:07:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
2026-01-01 03:08:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
2026-01-01 03:09:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
2026-01-01 03:10:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
2026-01-01 03:11:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
2026-01-01 03:12:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
2026-01-01 03:13:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
2026-01-01 03:14:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
2026-01-01 03:15:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
2026-01-01 03:16:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
2026-01-01 03:17:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
2026-01-01 03:18:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
2026-01-01 03:19:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
2026-01-01 03:20:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
2026-01-01 03:21:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
2026-01-01 03:22:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
2026-01-01 03:23:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
2026-01-01 03:24:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
2026-01-01 03:25:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
2026-01-01 03:26:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
2026-01-01 03:27:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
2026-01-01 03:28:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
2026-01-01 03:29:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
2026-01-01 03:30:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
2026-01-01 03:31:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
2026-01-01 03:32:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
2026-01-01 03:33:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
2026-01-01 03:34:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
2026-01-01 03:35:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
2026-01-01 03:36:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
2026-01-01 03:37:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
2026-01-01 03:38:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
2026-01-01 03:39:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
2026-01-01 03:40:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
2026-01-01 03:41:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
2026-01-01 03:42:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
2026-01-01 03:43:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
2026-01-01 03:44:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
2026-01-01 03:45:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
2026-01-01 03:46:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
2026-01-01 03:47:00,160000.0,160000.0,0,0.0,160000.0,152000.0,144000.0,8000.0,16000.0,0.0,0.0,0.0,False,False,False,PASS
